t_d	Normalized Data	t_d	ΔT_ph	ΔT_e	ΔT_m
0	0	0.0162581290645322	9.6243229259452	48.9928405098355	27.6353871832547
0	0	0.0180090045022512	9.66112425492673	49.0813033547243	27.7289854457816
0	0	0.0197598799399699	9.69796796075079	49.1691083458383	27.8225599013412
0	0	0.0215107553776888	9.73485334428738	49.2562595926092	27.9161077869188
0	0	0.0232616308154076	9.77177971164565	49.3427616761095	28.0096263706495
0	0	0.0250125062531265	9.80874633662266	49.4285432895431	28.103112786903
0	0	0.0267633816908454	9.84575241250702	49.5135124272117	28.1965638256839
0	0	0.0285142571285642	9.88279707441098	49.5976427920778	28.2899760322232
0	0	0.0302651325662831	9.91987943889362	49.6809214143465	28.3833458806826
0	0	0.032016008004002	9.95699861355105	49.763340626047	28.476669815288
0	0	0.0337668834417208	9.99415370167169	49.8448966707456	28.5699442707032
0	0	0.0355177588794397	10.0313438055751	49.9255886572659	28.6631656869696
0	0	0.0372686343171586	10.0685680290585	50.0054178421891	28.7563305205075
0	0	0.0390195097548772	10.1058254792096	50.0843870676673	28.8494352522553
0	0	0.0407703851925963	10.1431152677532	50.1625003711008	28.9424763936761
0	0	0.042521260630315	10.1804365120527	50.2397626702395	29.0354504911823
0	0	0.044272136068034	10.2177883358513	50.3161795441844	29.1283541293647
0	0	0.0460230115057529	10.2551698701406	50.3917576986161	29.2211839347367
0	0	0.0477738869434716	10.2925802542112	50.4665048615877	29.3139365802459
0	0	0.0495247623811906	10.3300186360367	50.5404285416833	29.4066087868232
0	0	0.0512756378189093	10.3674841719661	50.6135358837959	29.4991973218919
0	0	0.0530265132566284	10.4049760265389	50.6858340633801	29.591698998426
0	0	0.054777388694347	10.4424933724902	50.7573302676558	29.6841106748306
0	0	0.0565282641320659	10.4800353907405	50.8280316762191	29.7764292547395
0	0	0.058279139569785	10.5176012703695	50.8979454474899	29.8686516867429
0	0	0.0600300150075036	10.5551902085781	50.9670787070443	29.9607749640605
0	0	0.0617808904452227	10.5928014106411	51.0354385388455	30.0527961241739
0	0	0.0635317658829413	10.6304340898513	51.1030319788479	30.1447122484272
0	0	0.0652826413206602	10.668087467459	51.1698660093838	30.2365204616047
0	0	0.0670335167583791	10.7057607641872	51.2359306390252	30.328217894528
0	0	0.0687843921960979	10.7434531465222	51.3011250032645	30.419801448345
0	0	0.070535267633817	10.7811636810659	51.3653476868082	30.5112675955478
0	0	0.0722861430715357	10.8188913733014	51.4285757064139	30.6026125517236
0	0	0.0740370185092546	10.8566352112119	51.4907944747779	30.6938324663844
0	0	0.0757878939469734	10.8943941727524	51.5519953286199	30.7849234547098
0	0	0.0775387693846923	10.9321672310302	51.6121740034285	30.8758816203884
0	0	0.0792896448224111	10.9699533580515	51.6713294651606	30.9667030724505
0	0	0.08104052026013	11.0077515274806	51.729463108155	31.0573839376984
0	0	0.0827913956978487	11.0455607166902	51.7865781234404	31.147920369928
0	0	0.0845422711355677	11.0833799082895	51.8426790601541	31.2383085567519
0	0	0.0862931465732866	11.1212080912627	51.8977714693385	31.3285447246396
0	0	0.0880440220110055	11.1590442618147	51.9518616573049	31.4186251426058
0	0	0.0897948974487243	11.1968873678859	52.0048437398444	31.5085458785458
0	0	0.0915457728864432	11.2347362281636	52.0565616659658	31.5983024451537
0	0	0.0932966483241621	11.2725895536507	52.1069531505341	31.6878898971914
0	0	0.0950475237618807	11.3104460130804	52.1559927552534	31.7773031187259
0	0	0.0967983991995998	11.3483042565034	52.2036644897789	31.8665369251938
0	0	0.0985492746373187	11.3861629236207	52.2499592937894	31.9555860996813
0	0	0.100300150075038	11.4240206497363	52.2948732095885	32.044445419517
0	0	0.102051025512756	11.4618760701225	52.3384061022863	32.1331096759251
0	0	0.103801900950475	11.4997278232612	52.380560677363	32.2215736886197
0	0	0.105552776388194	11.5375745532607	52.4213417828611	32.3098323166359
0	0	0.107303651825913	11.5754149116631	52.4607558590752	32.3978804663624
0	0	0.109054527263632	11.6132475587905	52.4988105453389	32.4857130974589
0	0	0.110805402701351	11.651071178439	52.5355418784229	32.5733252873015
0	0	0.112556278139069	11.6888845128162	52.5710276789586	32.6607123838653
0	0	0.114307153576788	11.7266863747601	52.6053284517328	32.7478700581523
0	0	0.116058029014507	11.764475622173	52.6384708709188	32.8347941911379
0	0	0.117808904452226	11.8022511386911	52.6704771503877	32.9214807891411
0	0	0.119559779889945	11.8400118296818	52.7013662852212	33.0079259663816
0	0	0.121310655327664	11.8777566194056	52.7311548543509	33.0941259320967
0	0	0.123061530765383	11.9154844489145	52.7598576153005	33.1800769807815
0	0	0.124812406203101	11.953194274461	52.7874879280019	33.2657754847129
0	0	0.126563281640821	11.9908850662727	52.8140580752603	33.3512178881457
0	0	0.128314157078539	12.0285558076001	52.8395794971544	33.4364007027607
0	0	0.130065032516258	12.0662054939652	52.8640629708575	33.5213205040467
0	0	0.131815907953977	12.1038331323769	52.8875183680121	33.6059739275716
0	0	0.133566783391696	12.1414377373612	52.9099485033947	33.6903576513045
0	0	0.135317658829415	12.1790183268532	52.9313550303047	33.7744683774487
