t_d_model_ps	DeltaT_lattice_K	DeltaT_electron_K
-1.38092061374249	295.015408770676	295.230717696741
-1.37625083388926	295.015507612482	295.232811526853
-1.37158105403602	295.015607371171	295.234856929691
-1.36691127418279	295.015708023973	295.236857291402
-1.36224149432955	295.015809549693	295.238968217303
-1.35757171447632	295.01591199887	295.241284522373
-1.35290193462308	295.016015465721	295.243792693583
-1.34823215476985	295.016120038181	295.246481772308
-1.34356237491661	295.01622579909	295.249342316939
-1.33889259506337	295.016332826892	295.252540112056
-1.33422281521014	295.016441276409	295.256064475024
-1.3295530353569	295.016551297455	295.259898153248
-1.32488325550367	295.016663031817	295.264025986111
-1.32021347565043	295.016776614223	295.268240292855
-1.3155436957972	295.016892083603	295.272096590014
-1.31087391594396	295.017009273995	295.275625252856
-1.30620413609073	295.017128033532	295.278849308508
-1.30153435623749	295.017248221046	295.281787731921
-1.29686457638426	295.017369704189	295.284779333298
-1.29219479653102	295.017492506854	295.287969199754
-1.28752501667778	295.01761671979	295.291341699373
-1.28285523682455	295.017742426491	295.294884936136
-1.27818545697131	295.017869704924	295.298579602116
-1.27351567711808	295.017998624114	295.302120884723
-1.26884589726484	295.01812911255	295.305522605614
-1.26417611741161	295.018261105137	295.308794878584
-1.25950633755837	295.018394541476	295.311945902812
-1.25483655770514	295.018529364978	295.315052488543
-1.2501667778519	295.01866555449	295.318227866383
-1.24549699799867	295.018803141062	295.321465858382
-1.24082721814543	295.018942152876	295.324762004366
-1.23615743829219	295.019082616043	295.328112739692
-1.23148765843896	295.019224555018	295.331412671809
-1.22681787858572	295.019367945663	295.33463376298
-1.22214809873249	295.019512750932	295.337781625366
-1.21747831887925	295.019658936384	295.340860771377
-1.21280853902602	295.019806469677	295.343902749051
-1.20813875917278	295.019955333028	295.347129302582
-1.20346897931955	295.020105610872	295.350526541497
-1.19879919946631	295.020257381196	295.354083771182
-1.19412941961307	295.020410717013	295.357792043797
-1.18945963975984	295.020565687175	295.361702079197
-1.1847898599066	295.020722383879	295.365870199759
-1.18012008005337	295.020880925232	295.370282111763
-1.17545030020013	295.021041422695	295.374925513569
-1.1707805203469	295.021203981999	295.379789416415
-1.16611074049366	295.021368703757	295.38447217887
-1.16144096064043	295.021535503403	295.388917024437
-1.15677118078719	295.021704270248	295.393142332251
-1.15210140093396	295.021874902139	295.397162720077
-1.14743162108072	295.022047303716	295.40110846506
-1.14276184122748	295.022221439718	295.40547718614
-1.13809206137425	295.022397504272	295.410237254601
-1.13342228152101	295.022575676818	295.415364360378
-1.12875250166778	295.022756125495	295.420838170264
-1.12408272181454	295.022939008984	295.426751038984
-1.11941294196131	295.023124528453	295.433163493175
-1.11474316210807	295.023312912864	295.440049114805
-1.11007338225484	295.023504378889	295.447384796462
-1.1054036024016	295.023699132434	295.455149707589
-1.10073382254837	295.023897369703	295.462564101183
-1.09606404269513	295.024098927389	295.469577771528
-1.09139426284189	295.02430361914	295.47622241407
-1.08672448298866	295.02451127332	295.482523244577
-1.08205470313542	295.02472173001	295.488539130946
-1.07738492328219	295.024934856509	295.494386081079
-1.07271514342895	295.025150573656	295.500071400407
-1.06804536357572	295.0253688057	295.505602557808
-1.06337558372248	295.025589480368	295.510986740594
-1.05870580386925	295.025812528735	295.51704318527
-1.05403602401601	295.02603825953	295.52416345772
-1.04936624416277	295.026267161796	295.532277626042
-1.04469646430954	295.026499692077	295.541328571924
-1.0400266844563	295.026736280352	295.551266227579
-1.03535690460307	295.026977333299	295.561009530553
-1.03068712474983	295.027222759092	295.570591475922
-1.0260173448966	295.027472481177	295.580033146491
-1.02134756504336	295.027726432771	295.589349838373
-1.01667778519013	295.027984554181	295.598576348741
-1.01200800533689	295.02824680179	295.607762570791
-1.00733822548365	295.028513155005	295.616912464817
-1.00266844563042	295.028783595067	295.626029642894
-0.997998665777185	295.029058104896	295.635117301887
-0.993328885923949	295.029336668895	295.644342572489
-0.988659106070714	295.029619348513	295.653764560818
-0.983989326217477	295.029906232408	295.663371612685
-0.979319546364242	295.030197403823	295.673154190193
-0.974649766511006	295.030492941558	295.683111292325
-0.969979986657771	295.030792923915	295.693317040916
-0.965310206804536	295.031097463321	295.703758547393
-0.9606404269513	295.031406666205	295.714424711137
-0.955970647098065	295.031720633826	295.725305580866
-0.951300867244829	295.032039462805	295.736191763123
-0.946631087391594	295.032363153198	295.746828221806
-0.941961307538359	295.032691587512	295.757236453647
-0.937291527685123	295.033024658228	295.767432969519
-0.932621747831888	295.0333622655	295.777431458453
-0.927951967978652	295.033704315841	295.787474848518
-0.923282188125417	295.034050827792	295.797611950826
-0.918612408272181	295.034401842377	295.807835540864
-0.913942628418945	295.034757397267	295.818140244128
-0.90927284856571	295.035117527638	295.828619920146
-0.904603068712474	295.035482311909	295.83977150809
-0.899933288859239	295.035852057516	295.851550768686
-0.895263509006004	295.036227051335	295.863922050015
-0.890593729152768	295.036607563664	295.876854677372
-0.885923949299533	295.03699385052	295.890120035061
-0.881254169446297	295.037386062413	295.903518095374
-0.876584389593062	295.037784257582	295.917050625121
-0.871914609739827	295.038188495061	295.930716650672
-0.867244829886591	295.038598833407	295.944513972326
-0.862575050033356	295.039015330138	295.958513185269
-0.85790527018012	295.039438075286	295.972717145811
-0.853235490326884	295.039867160158	295.98711772022
-0.848565710473649	295.040302672262	296.00170747877
-0.843895930620413	295.040744695645	296.016509791328
-0.839226150767178	295.04119332508	296.031610478653
-0.834556370913942	295.041648694855	296.046995035323
-0.829886591060707	295.042110932503	296.062650890601
-0.825216811207472	295.042580159699	296.078566690766
-0.820547031354236	295.043056492825	296.094844867326
-0.815877251501001	295.04354009542	296.111544308927
-0.811207471647765	295.044031158085	296.128644271609
-0.80653769179453	295.044529861762	296.146126586966
-0.801867911941294	295.045036378929	296.163974803952
-0.797198132088059	295.045550874394	296.182139444239
-0.792528352234823	295.046073490079	296.200607777559
-0.787858572381587	295.04660436197	296.219368584681
-0.783188792528352	295.047143620814	296.238411128976
-0.778519012675116	295.04769139235	296.257694471895
-0.773849232821881	295.048247783381	296.277146828886
-0.769179452968645	295.048812867575	296.296765076668
-0.76450967311541	295.049386717128	296.316545322234
-0.759839893262174	295.049969402406	296.336483373455
-0.755170113408939	295.050560991812	296.356590104472
-0.750500333555703	295.05116155873	296.376867394966
-0.745830553702468	295.051771177375	296.397309633628
-0.741160773849233	295.05238991934	296.417911514098
-0.736490993995997	295.053017853739	296.438671472146
-0.731821214142762	295.053655048932	296.459649399087
-0.727151434289526	295.054301600853	296.480835872618
-0.722481654436291	295.054957601045	296.502222628143
-0.717811874583055	295.055623137197	296.523802121715
-0.713142094729819	295.056298293478	296.545588699381
-0.708472314876583	295.056983160629	296.56760575278
-0.703802535023348	295.05767784013	296.589843678526
-0.699132755170113	295.058382428982	296.6122938297
-0.694462975316877	295.059097020156	296.634948222333
-0.689793195463642	295.059821702895	296.657960462098
-0.685123415610406	295.060556637204	296.681363843437
-0.680453635757171	295.061301998351	296.70513919686
-0.675783855903936	295.06205795268	296.729269770485
-0.6711140760507	295.062824658731	296.75379554255
-0.666444296197465	295.063602293391	296.779061454296
-0.661774516344229	295.064391192457	296.805026147268
-0.657104736490994	295.065191672488	296.831654859625
-0.652434956637758	295.066004033856	296.858916833949
-0.647765176784522	295.066828562608	296.886543647721
-0.643095396931287	295.067665420922	296.914271083433
-0.638425617078051	295.068514649114	296.942106494706
-0.633755837224816	295.069376290882	296.970053078279
-0.629086057371581	295.07025039138	296.998111964825
-0.624416277518345	295.071136996267	297.026461244815
-0.61974649766511	295.072036233274	297.055122067691
-0.615076717811874	295.072948239813	297.084080888386
-0.610406937958639	295.073873146988	297.113325805559
-0.605737158105404	295.074811080351	297.142876592872
-0.601067378252168	295.075762174507	297.172850580232
-0.596397598398933	295.076726618079	297.203227545046
-0.591727818545697	295.077704590273	297.233989936759
-0.587058038692461	295.078696262113	297.265121896508
-0.582388258839226	295.079701797233	297.296736605925
-0.57771847898599	295.080721411356	297.328909612964
-0.573048699132755	295.081755354918	297.36161422215
-0.568378919279519	295.082803865925	297.394826952904
-0.563709139426284	295.083867171439	297.428526480891
-0.559039359573049	295.084945488585	297.462294735151
-0.554369579719813	295.086038841674	297.496106042471
-0.549699799866578	295.087147243184	297.529967704791
-0.545030020013342	295.088270708959	297.563884235435
-0.540360240160107	295.089409256924	297.597970235506
-0.535690460306871	295.090562957821	297.632488831632
-0.531020680453636	295.091732003644	297.667416232913
-0.5263509006004	295.092916575322	297.702732996656
-0.521681120747164	295.094116844729	297.738422131389
-0.517011340893929	295.095332975823	297.77480352592
-0.512341561040693	295.09656527993	297.812022991653
-0.507671781187458	295.097814135422	297.850036080714
-0.503002001334223	295.099079899993	297.888804605565
-0.498332221480987	295.100362913551	297.928294443192
-0.493662441627752	295.101663500106	297.968554051107
-0.488992661774516	295.102982005845	298.009549182168
-0.484322881921281	295.104318760996	298.051248701338
-0.479653102068045	295.105674081271	298.093623831926
-0.47498332221481	295.107048268965	298.136563861149
-0.470313542361574	295.108441575193	298.179905205697
-0.465643762508339	295.109854175548	298.223638843779
-0.460973982655103	295.111286241387	298.267754255928
-0.456304202801868	295.112737939136	298.31224045185
-0.451634422948632	295.11420943008	298.356917359872
-0.446964643095396	295.115700792426	298.40172244595
-0.442294863242161	295.117212075525	298.446658777995
-0.437625083388925	295.118743330127	298.491727388499
-0.43295530353569	295.120294607437	298.536956509044
-0.428285523682454	295.121865971655	298.582668194361
-0.423615743829219	295.123457635397	298.628836868527
-0.418945963975983	295.125069799381	298.675441595211
-0.414276184122748	295.126702654575	298.722464021429
-0.409606404269513	295.128356383392	298.769888753051
-0.404936624416277	295.130031161061	298.817701894873
-0.400266844563042	295.13172715632	298.865889006809
-0.395597064709806	295.133444531171	298.914436556882
-0.390927284856571	295.135183441299	298.963331789494
-0.386257505003335	295.136944036434	299.012890274046
-0.381587725150099	295.138726611695	299.063158845556
-0.376917945296864	295.140531483634	299.114102834434
-0.372248165443628	295.142358952665	299.165691941451
-0.367578385590393	295.144209305083	299.217882835398
-0.362908605737158	295.146082807072	299.270573288683
-0.358238825883922	295.147979677561	299.323746273412
-0.353569046030687	295.149900127529	299.377384999327
-0.348899266177451	295.151844360115	299.431473254806
-0.344229486324216	295.153812570885	299.486056587744
-0.339559706470981	295.15580497631	299.541171649696
-0.334889926617745	295.157821809646	299.596796931064
-0.33022014676451	295.159863294123	299.652912848726
-0.325550366911274	295.161929643834	299.709501193823
-0.320880587058038	295.164021064376	299.766219340077
-0.316210807204802	295.166137603317	299.823030348262
-0.311541027351567	295.168279291188	299.879939891715
-0.306871247498332	295.170446161126	299.936951103715
-0.302201467645096	295.172638247703	299.994082676094
-0.297531687791861	295.174855594095	300.051387545185
-0.292861907938625	295.17709826786	300.108861172263
-0.28819212808539	295.179366334435	300.166499483741
-0.283522348232155	295.181659857346	300.22429860696
-0.278852568378919	295.18397889831	300.282531169904
-0.274182788525684	295.186323644675	300.341355934503
-0.269513008672448	295.188694356876	300.400741427852
-0.264843228819213	295.191091280703	300.460661148944
-0.260173448965977	295.193514649607	300.521091668498
-0.255503669112741	295.195964686126	300.581194130771
-0.250833889259506	295.198441226025	300.640974394403
-0.24616410940627	295.200944107875	300.700461559912
-0.241494329553035	295.203473183751	300.759678776628
-0.2368245496998	295.206028316482	300.818810729312
-0.232154769846564	295.208609454101	300.878210040407
-0.227484989993329	295.211216707202	300.93785835796
-0.222815210140093	295.21385017786	300.997742189548
-0.218145430286858	295.216509961878	301.057850533317
-0.213475650433622	295.219196149939	301.1182922596
-0.208805870580387	295.221908882861	301.179105374196
-0.204136090727152	295.22464831891	301.24027193223
-0.199466310873916	295.227414608002	301.3017763575
-0.19479653102068	295.230207892794	301.363566662755
-0.190126751167445	295.233028291913	301.424798689158
-0.185456971314209	295.235875534823	301.485520651598
-0.180787191460973	295.23874937337	301.545769168961
-0.176117411607738	295.241649576412	301.605574554201
-0.171447631754502	295.244575926905	301.665088144448
-0.166777851901267	295.247528277673	301.724503297031
-0.162108072048031	295.250506570743	301.783821689354
-0.157438292194796	295.253510748937	301.843046766758
-0.152768512341561	295.256540756696	301.90218258256
-0.148098732488325	295.259596540354	301.961052424634
-0.14342895263509	295.26267796482	302.019617426778
-0.138759172781854	295.265784877158	302.07789552175
-0.134089392928619	295.26891713278	302.135902234315
-0.129419613075383	295.272074594325	302.193612057312
-0.124749833222148	295.275257112746	302.250762609779
-0.120080053368912	295.27846441813	302.307387087576
-0.115410273515676	295.28169625601	302.363513538483
-0.110740493662441	295.284952384972	302.419166838844
-0.106070713809205	295.288232575197	302.474112529109
-0.10140093395597	295.291536488906	302.528114989168
-0.0967311541027342	295.294863679889	302.58122657856
-0.0920613742494991	295.298213726304	302.633492337134
-0.0873915943962639	295.301586227282	302.684952570246
-0.082721814543028	295.304980800735	302.735403776713
-0.0780520346897928	295.308396970965	302.784852640872
-0.0733822548365569	295.311834265596	302.833346972695
-0.0687124749833217	295.315292234527	302.880929977166
-0.0640426951300866	295.318770447798	302.927569955131
-0.0593729152768506	295.322268461049	302.97304230463
-0.0547031354236155	295.325785726614	303.017403943376
-0.0500333555703795	295.329321723342	303.060705298025
-0.0453635757171443	295.332875953582	303.102992411293
-0.0406937958639092	295.336447941156	303.144189926636
-0.0360240160106732	295.340037175382	303.184254812869
-0.0313542361574381	295.343643126002	303.223237225389
-0.0266844563042029	295.347265286136	303.261182927193
-0.0220146764509678	295.350903170251	303.298134400276
-0.017344896597731	295.354556312631	303.334240742605
-0.0126751167444959	295.358224316515	303.369540597074
-0.00800533689126072	295.361906803142	303.404062818176
-0.00333555703802557	295.365603407237	303.43783542326
0.0013342228152112	295.36931377661	303.47074113304
0.00600400266844635	295.373037505185	303.502455166704
0.0106737825216815	295.376774037382	303.533035119651
0.0153435623749166	295.38052284445	303.562531222116
0.0200133422281518	295.384283421052	303.590989040428
0.0246831220813886	295.388055283107	303.618057464122
0.0293529019346237	295.391837784929	303.643586684138
0.0340226817878589	295.395630212106	303.667649923475
0.038692461641094	295.399431884339	303.690312064515
0.0433622414943292	295.403242151572	303.711632344919
0.0480320213475659	295.407060391378	303.731674220498
0.0527018012008011	295.410886010882	303.750488240843
0.0573715810540362	295.414718440801	303.76812198108
0.0620413609072714	295.418557134058	303.784620368095
0.0667111407605074	295.422401564549	303.799745481293
0.0713809206137433	295.42625109676	303.813072048145
0.0760507004669785	295.430104899468	303.824687002172
0.0807204803202136	295.433962181942	303.834666237382
0.0853902601734488	295.437822188829	303.843078545343
0.0900600400266847	295.441684196856	303.849224020979
0.0947298198799207	295.445547160494	303.852926039439
0.0993995997331558	295.449409953332	303.854301319884
0.104069379586391	295.453271503331	303.853453138809
0.108739159439627	295.457130786589	303.850519547202
0.113408939292862	295.460986843344	303.846008497674
0.118078719146098	295.464838948439	303.839969595154
0.122748498999333	295.468686399925	303.832453876185
0.127418278852569	295.472528519712	303.823511646312
0.132088058705804	295.476364653223	303.813168658402
0.136757838559039	295.480194158064	303.801445828926
0.141427618412275	295.48401640179	303.788391742408
0.146097398265511	295.487830774656	303.774052651501
0.150767178118747	295.491636688528	303.758472756098
0.155436957971982	295.495433575927	303.741606956576
0.160106737825217	295.499220848857	303.723480827894
0.164776517678453	295.502997931397	303.704139416113
0.169446297531689	295.506764268663	303.68362519693
0.174116077384924	295.510519325619	303.661839737992
0.178785857238159	295.514262522113	303.638145284808
0.183455637091394	295.517992984311	303.612632994604
0.18812541694463	295.52170988084	303.585381524231
0.192795196797866	295.525412416993	303.556461825173
0.197464976651101	295.529099831163	303.52601009709
0.202134756504336	295.532771424893	303.494144164314
0.206804536357572	295.536426554371	303.4609131611
0.211474316210808	295.540064598746	303.426364455151
0.216144096064043	295.543684959296	303.390543442364
0.220813875917279	295.547287058512	303.353535305397
0.225483655770514	295.550870358425	303.315384080345
0.230153435623749	295.55443434162	303.276126980769
0.234823215476986	295.557978508081	303.235799968149
0.239492995330221	295.561502374605	303.194360035491
0.244162775183456	295.565005438398	303.151611640871
0.248832555036691	295.568487106771	303.10760708621
0.253502334889926	295.571946811438	303.062393494103
0.258172114743163	295.575384006107	303.016014538617
0.262841894596398	295.578798164882	302.968080245116
0.267511674449633	295.582188582365	302.918381562156
0.272181454302869	295.585554457152	302.866997486554
0.276851234156104	295.588895024654	302.813997850614
0.28152101400934	295.592209552844	302.75944637147
0.286190793862576	295.595497339429	302.704086821595
0.290860573715811	295.598758025285	302.647944113553
0.295530353569046	295.601991262929	302.591032250714
0.300200133422281	295.605196711485	302.533368129387
0.304869913275518	295.608374038023	302.47506991604
0.309539693128753	295.61152296423	302.416352751775
0.314209472981988	295.614643311085	302.357216186702
0.318879252835223	295.617734899431	302.297663370198
0.323549032688459	295.62079755164	302.237699363
0.328218812541695	295.623831092492	302.176712658001
0.33288859239493	295.626835064977	302.114473862801
0.337558372248165	295.629808906582	302.051042716945
0.342228152101401	295.632752082618	301.986470307395
0.346897931954637	295.635664082205	301.920897917581
0.351567711807873	295.638544459841	301.855931295336
0.356237491661108	295.641393510386	301.791496879386
0.360907271514343	295.6442114946	301.727541901611
0.365577051367579	295.646998648768	301.664024581019
0.370246831220814	295.649755189776	301.600645366828
0.37491661107405	295.652481196315	301.537012143184
0.379586390927285	295.655176566293	301.473138923821
0.38425617078052	295.657841204127	301.409035024013
0.388925950633756	295.660475018579	301.34470762605
0.393595730486991	295.663077921761	301.280210531707
0.398265510340227	295.665649850629	301.215559581051
0.402935290193462	295.668190749462	301.150756155487
0.407605070046698	295.670700563203	301.085801907181
0.412274849899934	295.673179237577	301.020708846148
0.416944629753169	295.67562672387	300.955546844223
0.421614409606405	295.678043005594	300.890312582201
0.426284189459641	295.680428064733	300.825003853336
0.430953969312876	295.682781882257	300.759619089546
0.435623749166111	295.685104438422	300.694302358539
0.440293529019347	295.687395779894	300.62919858786
0.444963308872582	295.689656020111	300.564288685392
0.449633088725818	295.691885263646	300.49955716696
0.454302868579053	295.694083607878	300.434990747719
0.458972648432288	295.696251144008	300.370385872128
0.463642428285524	295.69838786936	300.305713177277
0.46831220813876	295.700493767729	300.240975673585
0.472981987991995	295.702568824305	300.176175170544
0.477651767845231	295.704613025118	300.11140743353
0.482321547698466	295.706626400347	300.047036304061
0.486991327551702	295.708609147858	299.983031968268
0.491661107404938	295.710561451669	299.919370570642
0.496330887258173	295.7124834847	299.856031663418
0.501000667111408	295.714375410357	299.793269775457
0.505670446964643	295.716237509283	299.731253926394
0.51034022681788	295.718070139878	299.669940291434
0.515010006671115	295.719873640157	299.609291335267
0.51967978652435	295.721648330655	299.549273617702
0.524349566377585	295.723394516333	299.48961453441
0.52901934623082	295.725112376343	299.430286712577
0.533689126084057	295.726802077135	299.371278459768
0.538358905937292	295.728463779692	299.312577626657
0.543028685790527	295.730097639315	299.254280507252
0.547698465643763	295.731703855618	299.196621343207
0.552368245496998	295.733282736082	299.139565390062
0.557038025350235	295.734834572017	299.08308285785
0.56170780520347	295.736359640853	299.027147018985
0.566377585056705	295.73785820756	298.972104257259
0.57104736490994	295.739330696639	298.918103742689
0.575717144763175	295.740777601127	298.865090429115
0.580386924616412	295.742199388436	298.81301640214
0.585056704469647	295.743596503657	298.761835511508
0.589726484322882	295.744969370383	298.711351450463
0.594396264176117	295.746318321514	298.661538466471
0.599066044029352	295.747643677918	298.612370937598
0.603735823882589	295.748945748494	298.563824055201
0.608405603735824	295.75022483056	298.515966375569
0.61307538358906	295.751481252886	298.468924913329
0.617745163442295	295.752715402629	298.422662048754
0.62241494329553	295.753927649408	298.377144132706
0.627084723148767	295.755118347151	298.332340195858
0.631754503002002	295.756287835335	298.288065873306
0.636424282855237	295.757436368293	298.244250059202
0.641094062708472	295.75856416746	298.200879388838
0.645763842561708	295.759671448009	298.157939785841
0.650433622414944	295.76075841852	298.115377605786
0.655103402268179	295.76182526275	298.072823263138
0.659773182121414	295.762871994014	298.030290053909
0.66444296197465	295.763898631759	297.987786125042
0.669112741827885	295.76490519919	297.945316899634
0.673782521681121	295.765891722004	297.903250036773
0.678452301534357	295.766858395358	297.86198858217
0.683122081387592	295.767805600087	297.821484926785
0.687791861240828	295.768733694883	297.781699983223
0.692461641094063	295.769643020233	297.742599632145
0.697131420947299	295.770533900731	297.704407791959
0.701801200800534	295.771406764018	297.667136871231
0.70647098065377	295.772262043237	297.630742846401
0.711140760507005	295.773100151024	297.595186337704
0.71581054036024	295.773921481653	297.560401969645
0.720480320213476	295.774726399073	297.526218677043
0.725150100066711	295.775515188201	297.492616566201
0.729819879919947	295.77628812465	297.45957536879
0.734489659773182	295.77704547456	297.427075186299
0.739159439626418	295.77778749477	297.395027886835
0.743829219479654	295.778514401372	297.363359346
0.748498999332889	295.77922637619	297.332059630486
0.753168779186125	295.779923596386	297.301118067722
0.75783855903936	295.780606234119	297.270523797469
0.762508338892595	295.781274456463	297.240228131637
0.767178118745832	295.781928407967	297.210218595204
0.771847898599067	295.782568227368	297.180487153237
0.776517678452302	295.783194049632	297.151025659258
0.781187458305537	295.783806005907	297.121980301217
0.785857238158772	295.784404294662	297.093784894967
0.790527018012009	295.784989314232	297.066391695101
0.795196797865244	295.785561440735	297.039760985716
0.799866577718479	295.786121031791	297.013857777943
0.804536357571714	295.786668428717	296.988575012813
0.80920613742495	295.787203923308	296.963843031447
0.813875917278186	295.787727775115	296.939642039616
0.818545697131422	295.788240234435	296.915952692154
0.823215476984657	295.788741542532	296.892756358047
0.827885256837892	295.789231931962	296.870137812099
0.832555036691127	295.789711674248	296.848075394852
0.837224816544364	295.790181030795	296.826546915518
0.841894596397599	295.79064025265	296.805531755493
0.846564376250834	295.791089581238	296.784902476957
0.851234156104069	295.791529199123	296.764433753886
0.855903935957304	295.791959184923	296.74412906494
0.860573715810541	295.792379618833	296.723988710672
0.865243495663776	295.79279058115	296.704011410249
0.869913275517011	295.793192151551	296.684343909227
0.874583055370247	295.793584477313	296.665038601052
0.879252835223483	295.793967729795	296.64607962494
0.883922615076719	295.79434207296	296.627453065752
0.888592394929954	295.794707664273	296.609163178069
0.893262174783189	295.795064663089	296.591481865117
0.897931954636424	295.795413354012	296.574377223243
0.902601734489661	295.795754006797	296.55782223893
0.907271514342896	295.796086878612	296.541792838282
0.911941294196131	295.796412215398	296.526392226996
0.916611074049366	295.796730310551	296.511762706881
0.921280853902601	295.797041522909	296.497866430432
0.925950633755838	295.797346193684	296.484670223704
0.930620413609073	295.797644648627	296.472144003255
0.935290193462308	295.797937199461	296.459738324525
0.939959973315544	295.798223904498	296.447319813759
0.94462975316878	295.798504760556	296.434903021342
0.949299533022016	295.798779771176	296.422497523247
0.953969312875251	295.79904894432	296.410121787163
0.958639092728486	295.799312296466	296.397853677399
0.963308872581722	295.799569879977	296.385691161545
0.967978652434957	295.799821746258	296.373632479495
0.972648432288193	295.80006794588	296.361675859992
0.977318212141428	295.800308528574	296.349990727116
0.981987991994663	295.800543622143	296.338732545448
0.986657771847899	295.800773425986	296.327878077066
0.991327551701134	295.800998128685	296.317407915177
0.99599733155437	295.801217909783	296.30730494753
1.00066711140761	295.801432940848	296.297517343488
1.00533689126084	295.801643369471	296.288027668876
1.01000667111408	295.801849335135	296.278825043869
1.01467645096731	295.802050972242	296.269899044845
1.01934623082055	295.802248410326	296.261142125259
1.02401601067378	295.802441729284	296.252200707319
1.02868579052702	295.802630846003	296.243095604951
1.03335557038025	295.802815687017	296.233842097721
1.03802535023349	295.802996185943	296.224452425717
1.04269513008672	295.803172282084	296.215229912257
1.04736490993996	295.803344054586	296.206377679082
1.0520346897932	295.803511676179	296.197872354238
1.05670446964643	295.803675308729	296.189695260512
1.06137424949967	295.80383510541	296.181830396967
1.0660440293529	295.803991211941	296.173844626112
1.07071380920614	295.804143574322	296.165730032827
1.07538358905937	295.80429213494	296.157499573124
1.08005336891261	295.804436842189	296.149163258239
1.08472314876584	295.804577649109	296.140917929621
1.08939292861908	295.804714599497	296.133187725451
1.09406270847232	295.804847932629	296.12593830084
1.09873248832555	295.804977871818	296.119142459847
1.10340226817879	295.805104627729	296.112777013084
1.10807204803202	295.805228400228	296.106345467927
1.11274182788526	295.80534916023	296.099614961991
1.11741160773849	295.805466771339	296.09261204864
1.12208138759173	295.80558110948	296.085357014312
1.12675116744496	295.805692059997	296.077892545318
1.1314209472982	295.805799527972	296.07120650721
1.13609072715144	295.805903873882	296.065241951961
1.14076050700467	295.806005431753	296.059955096163
1.14543028685791	295.806104515256	296.055309237701
1.15010006671114	295.80620142098	296.051040339502
1.15476984656438	295.80629632366	296.04675586495
1.15943962641761	295.806389217014	296.042468930881
1.16410940627085	295.806480100819	296.038187260236
1.16877918612408	295.806568978421	296.033915916777
1.17344896597732	295.806655855501	296.029350711066
1.17811874583055	295.80674059753	296.024410335566
1.18278852568379	295.806823032578	296.019120974395
1.18745830553703	295.806903000879	296.013504249294
1.19212808539026	295.806980352718	296.007636728072
1.1967978652435	295.80705497375	296.002015650346
1.20146764509673	295.807126978887	295.996618910831
1.20613742494997	295.807196472782	295.99143065843
1.2108072048032	295.807263552727	295.986438239076
1.21547698465644	295.807328310128	295.981693308463
1.22014676450967	295.807390860155	295.977255428606
1.22481654436291	295.807451345372	295.973107691562
1.22948632421614	295.807509900477	295.969235548226
1.23415610406938	295.807566653392	295.965626018573
1.23882588392261	295.807621725992	295.96231549208
1.24349566377585	295.807675256865	295.959300367396
1.24816544362909	295.80772738287	295.956567158041
1.25283522348232	295.80777823458	295.954103597537
1.25750500333556	295.80782793685	295.951852004255
1.26217478318879	295.807876587887	295.949604040502
1.26684456304203	295.807924189818	295.947366417985
1.27151434289526	295.807970747871	295.945143100709
1.2761841227485	295.808016269102	295.942936662309
1.28085390260173	295.808060761754	295.940650496661
1.28552368245497	295.808104189536	295.938209057252
1.29019346230821	295.808146481361	295.935624440391
1.29486324216144	295.808187571753	295.93290643218
1.29953302201468	295.808227399787	295.93006338339
1.30420280186791	295.808265908418	295.927129672919
1.30887258172115	295.808303056477	295.924112753578
1.31354236157438	295.808338806252	295.921016862036
1.31821214142762	295.808373122002	295.917845981148
1.32288192128085	295.808405969844	295.914754376099
1.32755170113409	295.808437387013	295.912146003679
1.33222148098733	295.808467596927	295.909987052302
1.33689126084056	295.808496807292	295.908250760123
1.3415610406938	295.808525213372	295.906914379251
1.34623082054703	295.808552999844	295.905545645431
1.35090060040027	295.808580152045	295.903903959219
1.3555703802535	295.808606544426	295.902013206091
1.36024016010674	295.808632062521	295.899891487769
1.36490993995997	295.808656600272	295.897553656164
1.36957971981321	295.808680058523	295.895600074645
1.37424949966644	295.8087026149	295.894012404641
1.37891927951968	295.808724438475	295.892767385382
1.38358905937292	295.808745687511	295.891845819855
1.38825883922615	295.808766511338	295.890947271826
1.39292861907939	295.808786920727	295.889546924197
1.39759839893262	295.808806684544	295.887684068972
1.40226817878586	295.808825589894	295.885389002122
1.40693795863909	295.808843437963	295.88268701713
1.41160773849233	295.808860041698	295.88001763256
1.41627751834556	295.808875416736	295.877548577939
1.4209472981988	295.80888965601	295.875262126091
1.42561707805203	295.808902844227	295.873145076742
1.43028685790527	295.808915059965	295.871175323496
1.43495663775851	295.808926371569	295.869170261317
1.43962641761174	295.80893676318	295.867134758612
1.44429619746498	295.808946221192	295.865071889989
1.44896597731821	295.808954733427	295.862983907231
1.45363575717145	295.808962288752	295.860916215193
1.45830553702468	295.808968896966	295.858925191147
1.46297531687792	295.808974593852	295.857005672824
1.46764509673115	295.808979412794	295.855153555864
1.47231487658439	295.808983385264	295.853365335895
1.47698465643762	295.808986541107	295.851659901681
1.48165443629086	295.808988918856	295.850039021605
1.4863242161441	295.80899055784	295.848498487125
1.49099399599733	295.808991495431	295.847034553625
1.49566377585057	295.808991767252	295.845594296905
1.5003335557038	295.808991384517	295.843894266515
1.50500333555704	295.808990227781	295.84195411671
